customerID,month,data_gb,call_minutes,monthly_charge,support_tickets,login_count,service_outages,churn_label,contract
0339-UXRKE,1,22.96,186.1,69.98,0,14,0,0,One year
0339-UXRKE,2,18.67,216.9,63.35,0,36,0,0,One year
0339-UXRKE,3,20.5,156.1,61.93,2,28,1,0,One year
0339-UXRKE,4,25.71,207.5,69.02,1,16,0,0,One year
0339-UXRKE,5,24.02,190.0,75.42,0,28,2,0,One year
0339-UXRKE,6,20.35,211.0,79.89,0,26,1,0,One year
0339-UXRKE,7,20.8,238.4,57.61,1,26,0,0,One year
0339-UXRKE,8,23.95,231.3,76.25,0,17,0,0,One year
0339-UXRKE,9,24.58,238.9,76.93,1,18,1,0,One year
0339-UXRKE,10,14.28,243.6,74.42,0,27,0,0,One year
0339-UXRKE,11,19.36,265.9,76.91,1,19,0,0,One year
0339-UXRKE,12,26.03,275.6,75.05,1,22,0,0,One year
0340-RMDJZ,1,18.81,145.5,87.31,1,43,1,1,Month-to-month
0340-RMDJZ,2,37.15,87.2,94.33,0,7,0,1,Month-to-month
0340-RMDJZ,3,37.55,153.3,71.95,0,32,0,1,Month-to-month
0340-RMDJZ,4,23.4,116.5,100.96,0,25,0,1,Month-to-month
0340-RMDJZ,5,31.41,129.4,82.69,1,33,1,1,Month-to-month
0340-RMDJZ,6,32.03,156.8,96.97,0,26,0,1,Month-to-month
0340-RMDJZ,7,8.39,73.0,91.93,0,23,0,1,Month-to-month
0340-RMDJZ,8,24.34,100.1,93.59,0,6,0,1,Month-to-month
0340-RMDJZ,9,12.02,171.5,98.28,0,25,1,1,Month-to-month
0340-RMDJZ,10,14.97,181.2,95.44,0,22,0,1,Month-to-month
0340-RMDJZ,11,22.62,182.8,102.76,0,31,0,1,Month-to-month
0340-RMDJZ,12,18.21,227.4,87.49,0,19,0,1,Month-to-month
0341-GERFX,1,13.61,149.2,50.08,0,35,0,0,Month-to-month
0341-GERFX,2,9.85,214.6,34.06,0,23,0,0,Month-to-month
0341-GERFX,3,21.9,166.3,35.15,0,29,0,0,Month-to-month
0341-GERFX,4,17.87,178.5,40.25,0,31,0,0,Month-to-month
0341-GERFX,5,15.21,210.6,35.97,0,15,1,0,Month-to-month
0341-GERFX,6,12.93,181.8,43.58,0,26,0,0,Month-to-month
0341-GERFX,7,21.63,256.4,38.83,0,21,0,0,Month-to-month
0341-GERFX,8,18.98,262.6,28.58,0,14,1,0,Month-to-month
0341-GERFX,9,15.21,157.1,33.17,0,19,0,0,Month-to-month
0341-GERFX,10,16.73,253.5,37.98,1,35,0,0,Month-to-month
0341-GERFX,11,29.6,163.2,33.91,1,27,0,0,Month-to-month
0341-GERFX,12,24.67,184.4,39.53,0,34,1,0,Month-to-month
0342-WZXGF,1,29.47,95.0,73.1,1,24,0,1,Month-to-month
0342-WZXGF,2,31.9,164.9,73.25,0,29,0,1,Month-to-month
0342-WZXGF,3,12.38,124.5,55.42,0,30,1,1,Month-to-month
0342-WZXGF,4,33.15,72.1,85.09,0,26,0,1,Month-to-month
0342-WZXGF,5,15.56,120.5,69.17,0,15,0,1,Month-to-month
0342-WZXGF,6,25.0,152.0,73.68,0,20,0,1,Month-to-month
0342-WZXGF,7,19.87,111.5,65.58,0,45,0,1,Month-to-month
0342-WZXGF,8,35.57,145.7,68.75,1,26,0,1,Month-to-month
0342-WZXGF,9,17.29,60.4,74.55,0,21,0,1,Month-to-month
0342-WZXGF,10,27.92,78.3,79.85,1,21,0,1,Month-to-month
0342-WZXGF,11,9.79,111.3,62.91,0,30,0,1,Month-to-month
0342-WZXGF,12,19.36,149.1,77.55,0,22,0,1,Month-to-month
0343-IMWTQ,1,21.48,270.6,76.64,0,32,0,1,Month-to-month
0343-IMWTQ,2,18.92,229.5,80.79,0,18,0,1,Month-to-month
0343-IMWTQ,3,31.28,234.7,75.78,0,25,1,1,Month-to-month
0343-IMWTQ,4,23.1,202.4,80.63,0,15,0,1,Month-to-month
0343-IMWTQ,5,23.07,176.9,78.12,0,33,0,1,Month-to-month
0343-IMWTQ,6,22.2,213.2,70.49,1,23,0,1,Month-to-month
0343-IMWTQ,7,26.73,203.2,78.33,1,25,0,1,Month-to-month
0343-IMWTQ,8,17.37,231.5,77.56,1,24,0,1,Month-to-month
0343-IMWTQ,9,17.27,159.4,88.24,1,14,0,1,Month-to-month
0343-IMWTQ,10,18.53,225.4,84.21,2,27,1,1,Month-to-month
0343-IMWTQ,11,20.45,188.0,71.15,0,21,0,1,Month-to-month
0343-IMWTQ,12,9.34,139.5,78.02,0,23,1,1,Month-to-month
0344-WQJKN,1,22.28,208.9,96.46,0,27,0,0,Month-to-month
0344-WQJKN,2,30.29,192.3,105.1,0,26,0,0,Month-to-month
0344-WQJKN,3,26.81,145.9,91.33,0,32,1,0,Month-to-month
0344-WQJKN,4,21.08,215.5,95.04,0,22,0,0,Month-to-month
0344-WQJKN,5,19.48,264.9,89.81,0,24,0,0,Month-to-month
0344-WQJKN,6,20.64,210.0,101.69,0,16,0,0,Month-to-month
0344-WQJKN,7,18.98,235.7,86.41,0,24,0,0,Month-to-month
0344-WQJKN,8,22.95,122.3,87.68,0,19,0,0,Month-to-month
0344-WQJKN,9,26.47,191.9,89.02,0,23,1,0,Month-to-month
0344-WQJKN,10,21.89,210.8,94.76,0,23,1,0,Month-to-month
0344-WQJKN,11,24.11,244.0,88.4,0,32,0,0,Month-to-month
0344-WQJKN,12,24.35,172.6,84.44,0,21,0,0,Month-to-month
0345-CTQTN,1,28.46,186.7,69.69,0,18,0,1,Month-to-month
0345-CTQTN,2,15.83,126.4,65.53,0,16,0,1,Month-to-month
0345-CTQTN,3,17.97,182.1,64.49,0,21,0,1,Month-to-month
0345-CTQTN,4,17.0,170.7,68.01,0,18,0,1,Month-to-month
0345-CTQTN,5,12.39,177.5,64.23,2,24,0,1,Month-to-month
0345-CTQTN,6,21.38,182.4,60.26,0,17,0,1,Month-to-month
0345-CTQTN,7,13.85,186.7,64.08,0,16,0,1,Month-to-month
0345-CTQTN,8,11.12,156.9,65.1,1,18,1,1,Month-to-month
0345-CTQTN,9,12.09,146.8,66.15,0,19,0,1,Month-to-month
0345-CTQTN,10,10.15,179.6,64.5,0,13,3,1,Month-to-month
0345-CTQTN,11,18.85,165.6,62.8,1,14,1,1,Month-to-month
0345-CTQTN,12,15.89,107.9,64.94,2,15,1,1,Month-to-month
0346-UYOLC,1,14.05,201.4,45.7,0,25,0,1,Month-to-month
0346-UYOLC,2,13.58,102.8,49.16,1,29,0,1,Month-to-month
0346-UYOLC,3,16.98,131.9,57.8,0,27,0,1,Month-to-month
0346-UYOLC,4,3.6,164.3,53.28,1,21,2,1,Month-to-month
0346-UYOLC,5,13.91,150.3,53.87,0,25,0,1,Month-to-month
0346-UYOLC,6,12.82,161.7,50.89,0,19,0,1,Month-to-month
0346-UYOLC,7,11.31,95.1,52.0,0,20,1,1,Month-to-month
0346-UYOLC,8,7.03,101.1,52.73,1,23,0,1,Month-to-month
0346-UYOLC,9,13.7,125.4,65.27,2,24,1,1,Month-to-month
0346-UYOLC,10,7.56,111.3,61.87,1,23,3,1,Month-to-month
0346-UYOLC,11,8.62,104.7,64.24,2,21,0,1,Month-to-month
0346-UYOLC,12,5.64,52.3,64.36,2,15,0,1,Month-to-month
0347-UXSWW,1,15.53,235.5,59.63,0,30,1,1,One year
0347-UXSWW,2,17.0,198.5,66.81,0,29,0,1,One year
0347-UXSWW,3,9.61,211.4,67.7,0,31,0,1,One year
0347-UXSWW,4,28.76,201.7,72.2,1,35,1,1,One year
0347-UXSWW,5,21.7,159.5,75.94,0,20,1,1,One year
0347-UXSWW,6,27.95,239.1,63.08,0,21,1,1,One year
0347-UXSWW,7,17.59,96.8,77.24,0,33,0,1,One year
0347-UXSWW,8,21.32,153.2,59.8,2,13,0,1,One year
0347-UXSWW,9,18.87,153.8,52.61,0,31,1,1,One year
0347-UXSWW,10,14.92,136.1,74.94,2,31,0,1,One year
0347-UXSWW,11,23.92,185.1,63.8,2,19,0,1,One year
0347-UXSWW,12,10.07,194.6,72.18,0,15,0,1,One year
0348-UNCAF,1,19.96,129.2,66.9,0,34,0,0,Two year
0348-UNCAF,2,19.54,152.9,69.78,0,27,2,0,Two year
0348-UNCAF,3,18.61,161.6,58.73,1,36,0,0,Two year
0348-UNCAF,4,20.96,172.3,65.27,0,31,1,0,Two year
0348-UNCAF,5,17.38,170.0,73.4,0,28,0,0,Two year
0348-UNCAF,6,16.04,158.3,73.01,0,36,0,0,Two year
0348-UNCAF,7,18.98,157.7,60.19,0,35,2,0,Two year
0348-UNCAF,8,20.42,145.5,70.22,1,30,0,0,Two year
0348-UNCAF,9,20.7,173.1,74.73,0,36,0,0,Two year
0348-UNCAF,10,16.86,131.1,65.18,0,35,1,0,Two year
0348-UNCAF,11,23.53,167.5,72.22,1,32,0,0,Two year
0348-UNCAF,12,19.02,140.3,75.43,0,35,1,0,Two year
0349-LTLAF,1,13.52,166.8,97.81,0,17,0,0,One year
0349-LTLAF,2,19.02,153.7,67.39,3,17,1,0,One year
0349-LTLAF,3,6.7,121.3,75.38,1,23,1,0,One year
0349-LTLAF,4,0.75,179.7,83.05,1,7,0,0,One year
0349-LTLAF,5,10.6,97.4,68.35,1,18,0,0,One year
0349-LTLAF,6,5.25,144.3,81.81,1,21,0,0,One year
0349-LTLAF,7,5.47,165.5,93.08,0,0,0,0,One year
0349-LTLAF,8,17.39,165.7,81.95,0,19,1,0,One year
0349-LTLAF,9,10.6,170.0,81.69,0,15,0,0,One year
0349-LTLAF,10,16.76,113.1,72.69,3,9,0,0,One year
0349-LTLAF,11,8.37,194.9,83.13,0,36,0,0,One year
0349-LTLAF,12,14.92,56.0,84.57,0,20,0,0,One year
0350-ZZJUS,1,29.8,127.2,82.08,0,16,0,0,Two year
0350-ZZJUS,2,32.38,101.1,98.51,1,25,1,0,Two year
0350-ZZJUS,3,26.59,159.2,90.18,0,20,0,0,Two year
0350-ZZJUS,4,21.77,150.6,96.11,0,28,0,0,Two year
0350-ZZJUS,5,20.42,143.5,82.97,1,29,0,0,Two year
0350-ZZJUS,6,19.49,145.5,84.15,0,36,0,0,Two year
0350-ZZJUS,7,27.49,103.4,92.99,0,30,0,0,Two year
0350-ZZJUS,8,24.08,129.1,84.86,0,26,1,0,Two year
0350-ZZJUS,9,29.36,158.0,93.33,0,23,1,0,Two year
0350-ZZJUS,10,17.76,118.6,90.44,3,26,1,0,Two year
0350-ZZJUS,11,31.1,162.3,92.36,3,33,1,0,Two year
0350-ZZJUS,12,28.49,166.6,85.28,0,27,0,0,Two year
0351-YXQKQ,1,18.4,150.5,86.09,0,27,1,0,Month-to-month
0351-YXQKQ,2,24.94,160.8,79.1,0,23,0,0,Month-to-month
0351-YXQKQ,3,18.56,163.8,76.51,0,29,2,0,Month-to-month
0351-YXQKQ,4,25.44,192.6,80.36,0,29,0,0,Month-to-month
0351-YXQKQ,5,19.02,148.2,73.56,0,25,0,0,Month-to-month
0351-YXQKQ,6,15.43,153.4,80.28,0,19,0,0,Month-to-month
0351-YXQKQ,7,23.72,150.5,85.48,2,23,0,0,Month-to-month
0351-YXQKQ,8,21.16,178.2,78.56,0,31,0,0,Month-to-month
0351-YXQKQ,9,22.47,147.1,77.96,0,22,1,0,Month-to-month
0351-YXQKQ,10,28.93,171.4,80.99,1,32,0,0,Month-to-month
0351-YXQKQ,11,25.9,161.9,86.76,0,31,0,0,Month-to-month
0351-YXQKQ,12,19.89,171.7,76.73,0,23,0,0,Month-to-month
0352-IJPOP,1,17.15,237.8,74.69,1,20,2,0,Month-to-month
0352-IJPOP,2,16.47,180.4,76.68,2,24,0,0,Month-to-month
0352-IJPOP,3,22.94,196.3,75.85,5,16,0,0,Month-to-month
0352-IJPOP,4,20.83,202.0,80.47,2,19,3,0,Month-to-month
0352-IJPOP,5,23.28,212.7,76.15,2,27,1,0,Month-to-month
0352-IJPOP,6,19.11,227.4,81.55,1,22,0,0,Month-to-month
0352-IJPOP,7,24.94,229.9,68.15,1,21,0,0,Month-to-month
0352-IJPOP,8,20.08,207.5,73.91,1,13,1,0,Month-to-month
0352-IJPOP,9,17.83,263.9,83.53,1,26,0,0,Month-to-month
0352-IJPOP,10,21.71,153.8,78.39,0,19,0,0,Month-to-month
0352-IJPOP,11,12.94,139.6,76.32,0,16,1,0,Month-to-month
0352-IJPOP,12,12.87,190.1,76.88,1,13,0,0,Month-to-month
0353-KKAPO,1,21.18,173.0,78.43,1,25,1,0,Two year
0353-KKAPO,2,19.41,210.2,77.11,1,16,0,0,Two year
0353-KKAPO,3,20.32,229.6,65.53,0,33,0,0,Two year
0353-KKAPO,4,27.11,244.1,75.39,0,42,1,0,Two year
0353-KKAPO,5,19.45,191.5,69.81,0,37,1,0,Two year
0353-KKAPO,6,15.99,236.8,67.6,0,27,0,0,Two year
0353-KKAPO,7,15.02,209.6,73.05,1,44,0,0,Two year
0353-KKAPO,8,21.48,254.4,75.73,0,32,2,0,Two year
0353-KKAPO,9,6.62,262.2,69.85,0,39,0,0,Two year
0353-KKAPO,10,17.72,227.6,73.07,0,28,0,0,Two year
0353-KKAPO,11,7.14,219.3,63.69,1,41,0,0,Two year
0353-KKAPO,12,6.69,224.9,69.77,0,35,1,0,Two year
0354-YNMBF,1,18.37,158.2,89.42,0,31,0,0,Month-to-month
0354-YNMBF,2,21.07,132.7,90.74,2,33,2,0,Month-to-month
0354-YNMBF,3,15.42,146.7,75.44,1,30,1,0,Month-to-month
0354-YNMBF,4,20.12,165.6,85.24,0,26,0,0,Month-to-month
0354-YNMBF,5,13.0,139.4,83.13,0,33,1,0,Month-to-month
0354-YNMBF,6,19.89,160.8,86.84,3,26,0,0,Month-to-month
0354-YNMBF,7,20.07,158.2,80.84,0,32,0,0,Month-to-month
0354-YNMBF,8,16.68,170.7,88.61,0,35,1,0,Month-to-month
0354-YNMBF,9,16.68,144.6,93.19,0,33,0,0,Month-to-month
0354-YNMBF,10,17.9,162.0,91.44,0,33,0,0,Month-to-month
0354-YNMBF,11,18.93,153.5,86.97,0,31,0,0,Month-to-month
0354-YNMBF,12,18.15,168.5,87.67,0,34,0,0,Month-to-month
0355-IJJKT,1,12.86,203.8,54.73,0,17,0,0,Two year
0355-IJJKT,2,22.31,143.3,63.22,1,26,1,0,Two year
0355-IJJKT,3,21.69,82.4,64.57,0,34,0,0,Two year
0355-IJJKT,4,22.19,45.0,60.99,0,27,0,0,Two year
0355-IJJKT,5,24.59,100.3,62.53,1,22,0,0,Two year
0355-IJJKT,6,23.02,62.1,52.06,0,29,1,0,Two year
0355-IJJKT,7,27.03,136.9,74.71,0,29,0,0,Two year
0355-IJJKT,8,24.17,90.8,64.46,1,9,0,0,Two year
0355-IJJKT,9,18.9,103.3,54.95,0,18,0,0,Two year
0355-IJJKT,10,28.4,126.4,67.93,0,30,0,0,Two year
0355-IJJKT,11,22.43,95.0,59.15,0,17,0,0,Two year
0355-IJJKT,12,30.26,46.9,55.7,2,15,0,0,Two year
0356-DIEIR,1,7.24,177.7,52.25,0,25,0,0,Two year
0356-DIEIR,2,12.28,195.5,56.77,0,32,1,0,Two year
0356-DIEIR,3,13.07,151.1,50.47,0,24,0,0,Two year
0356-DIEIR,4,17.11,171.8,51.09,2,28,0,0,Two year
0356-DIEIR,5,17.88,157.4,58.35,0,23,0,0,Two year
0356-DIEIR,6,14.7,195.2,58.51,0,37,1,0,Two year
0356-DIEIR,7,21.16,133.7,55.26,0,24,1,0,Two year
0356-DIEIR,8,19.93,193.7,48.11,0,29,0,0,Two year
0356-DIEIR,9,10.74,181.7,54.07,0,32,1,0,Two year
0356-DIEIR,10,9.74,150.1,55.71,1,8,0,0,Two year
0356-DIEIR,11,9.37,153.3,48.64,1,27,0,0,Two year
0356-DIEIR,12,6.41,128.4,54.52,3,14,0,0,Two year
0357-BIAYS,1,23.32,178.8,62.59,0,25,1,1,Month-to-month
0357-BIAYS,2,5.97,156.0,64.36,1,21,0,1,Month-to-month
0357-BIAYS,3,12.56,179.2,58.88,0,21,0,1,Month-to-month
0357-BIAYS,4,11.82,188.6,67.07,1,21,0,1,Month-to-month
0357-BIAYS,5,11.61,168.3,65.76,0,27,0,1,Month-to-month
0357-BIAYS,6,15.84,195.8,62.9,1,24,1,1,Month-to-month
0357-BIAYS,7,14.77,147.1,64.72,0,29,2,1,Month-to-month
0357-BIAYS,8,9.82,213.2,58.64,0,16,0,1,Month-to-month
0357-BIAYS,9,8.64,180.1,62.23,2,12,0,1,Month-to-month
0357-BIAYS,10,14.98,145.5,61.32,2,23,0,1,Month-to-month
0357-BIAYS,11,12.98,104.4,69.27,2,10,0,1,Month-to-month
0357-BIAYS,12,3.12,132.2,71.71,1,14,0,1,Month-to-month
0358-GFCMT,1,17.75,199.2,93.83,1,34,0,1,Month-to-month
0358-GFCMT,2,10.85,169.6,92.4,0,22,0,1,Month-to-month
0358-GFCMT,3,17.83,183.7,95.49,0,41,0,1,Month-to-month
0358-GFCMT,4,15.65,176.5,86.86,0,28,0,1,Month-to-month
0358-GFCMT,5,6.7,145.8,96.14,2,30,0,1,Month-to-month
0358-GFCMT,6,7.07,163.2,86.99,0,38,0,1,Month-to-month
0358-GFCMT,7,13.2,101.6,89.74,1,27,0,1,Month-to-month
0358-GFCMT,8,7.68,65.7,86.95,0,25,0,1,Month-to-month
0358-GFCMT,9,3.12,33.8,91.96,0,27,2,1,Month-to-month
0358-GFCMT,10,14.73,128.7,96.27,3,21,1,1,Month-to-month
0358-GFCMT,11,0.77,155.7,98.15,1,27,0,1,Month-to-month
0358-GFCMT,12,12.47,83.0,105.06,2,26,0,1,Month-to-month
0359-PWIHM,1,24.62,224.6,69.99,0,33,0,0,One year
0359-PWIHM,2,32.54,104.7,75.59,0,19,0,0,One year
0359-PWIHM,3,21.94,232.3,63.46,0,27,1,0,One year
0359-PWIHM,4,22.29,98.5,68.76,2,18,0,0,One year
0359-PWIHM,5,24.92,147.2,61.23,0,34,0,0,One year
0359-PWIHM,6,28.33,151.3,70.77,3,39,1,0,One year
0359-PWIHM,7,18.27,165.8,71.66,1,32,1,0,One year
0359-PWIHM,8,26.34,140.9,68.95,3,36,0,0,One year
0359-PWIHM,9,29.27,152.6,74.23,1,29,1,0,One year
0359-PWIHM,10,18.55,124.7,78.43,1,14,0,0,One year
0359-PWIHM,11,29.15,177.8,82.64,0,36,0,0,One year
0359-PWIHM,12,29.3,163.0,71.02,0,22,0,0,One year
0360-FZEMN,1,14.81,154.5,33.09,1,24,0,0,Two year
0360-FZEMN,2,22.99,148.1,41.35,0,32,1,0,Two year
0360-FZEMN,3,17.09,158.0,30.76,4,29,1,0,Two year
0360-FZEMN,4,18.29,109.7,38.66,1,18,0,0,Two year
0360-FZEMN,5,19.07,149.2,46.1,0,23,1,0,Two year
0360-FZEMN,6,10.7,116.4,41.84,0,31,0,0,Two year
0360-FZEMN,7,16.62,131.4,35.8,1,24,1,0,Two year
0360-FZEMN,8,16.29,156.6,35.32,2,23,2,0,Two year
0360-FZEMN,9,17.25,156.5,38.66,1,31,1,0,Two year
0360-FZEMN,10,20.61,167.2,31.0,2,26,0,0,Two year
0360-FZEMN,11,18.42,156.2,37.81,3,24,2,0,Two year
0360-FZEMN,12,21.0,163.7,37.56,3,33,0,0,Two year
0361-BMLGD,1,30.27,184.7,61.33,1,20,0,1,One year
0361-BMLGD,2,25.39,249.0,61.77,0,28,0,1,One year
0361-BMLGD,3,29.92,199.6,62.33,0,35,0,1,One year
0361-BMLGD,4,30.56,158.0,48.71,0,23,0,1,One year
0361-BMLGD,5,29.57,216.9,58.22,1,33,0,1,One year
0361-BMLGD,6,30.06,158.5,61.06,0,26,0,1,One year
0361-BMLGD,7,19.13,117.5,70.89,0,15,1,1,One year
0361-BMLGD,8,28.19,204.1,61.46,2,35,0,1,One year
0361-BMLGD,9,25.5,151.9,65.21,1,25,0,1,One year
0361-BMLGD,10,20.11,164.6,58.34,0,29,1,1,One year
0361-BMLGD,11,20.93,135.1,60.77,3,27,0,1,One year
0361-BMLGD,12,24.59,160.6,70.65,3,27,0,1,One year
0362-BAMCY,1,18.8,169.4,83.85,1,24,0,0,One year
0362-BAMCY,2,20.11,162.8,78.26,0,28,0,0,One year
0362-BAMCY,3,14.46,159.0,82.93,0,21,0,0,One year
0362-BAMCY,4,20.75,190.1,79.9,0,22,1,0,One year
0362-BAMCY,5,18.95,161.3,77.48,2,22,0,0,One year
0362-BAMCY,6,19.77,152.3,77.45,0,23,1,0,One year
0362-BAMCY,7,19.24,199.2,77.5,0,27,0,0,One year
0362-BAMCY,8,17.37,170.3,83.19,3,15,0,0,One year
0362-BAMCY,9,16.1,158.8,80.76,0,28,1,0,One year
0362-BAMCY,10,16.36,162.1,79.33,0,21,0,0,One year
0362-BAMCY,11,13.76,206.8,80.6,1,25,0,0,One year
0362-BAMCY,12,18.87,182.4,84.91,1,22,1,0,One year
0363-GQRMW,1,20.76,171.4,93.69,0,14,0,0,Two year
0363-GQRMW,2,17.24,161.0,85.45,1,19,0,0,Two year
0363-GQRMW,3,21.83,168.2,88.48,1,18,0,0,Two year
0363-GQRMW,4,14.46,115.9,71.02,0,26,1,0,Two year
0363-GQRMW,5,16.49,143.7,91.08,1,10,0,0,Two year
0363-GQRMW,6,30.73,131.9,91.75,1,33,0,0,Two year
0363-GQRMW,7,16.98,133.7,74.1,0,20,1,0,Two year
0363-GQRMW,8,22.11,159.8,74.63,1,34,0,0,Two year
0363-GQRMW,9,15.32,147.6,91.57,1,16,0,0,Two year
0363-GQRMW,10,18.3,123.6,76.36,0,22,0,0,Two year
0363-GQRMW,11,9.39,130.5,94.92,0,9,1,0,Two year
0363-GQRMW,12,23.96,159.5,78.27,0,11,1,0,Two year
0364-CGGDH,1,24.85,248.8,56.73,1,30,0,0,Two year
0364-CGGDH,2,22.0,164.3,62.32,0,32,0,0,Two year
0364-CGGDH,3,29.84,213.1,57.84,1,30,0,0,Two year
0364-CGGDH,4,27.95,243.2,61.54,0,35,0,0,Two year
0364-CGGDH,5,28.92,209.7,56.95,0,32,0,0,Two year
0364-CGGDH,6,26.18,249.8,54.9,0,34,0,0,Two year
0364-CGGDH,7,24.2,250.9,59.77,0,30,1,0,Two year
0364-CGGDH,8,29.05,197.7,58.18,1,37,1,0,Two year
0364-CGGDH,9,24.36,221.1,58.97,0,32,0,0,Two year
0364-CGGDH,10,29.26,229.6,52.59,0,34,0,0,Two year
0364-CGGDH,11,26.12,232.0,52.96,1,32,0,0,Two year
0364-CGGDH,12,28.85,222.5,63.32,0,29,0,0,Two year
0365-ITHWU,1,25.75,197.3,83.66,0,19,0,0,Two year
0365-ITHWU,2,25.97,187.7,68.72,0,31,0,0,Two year
0365-ITHWU,3,13.21,204.2,82.33,1,25,0,0,Two year
0365-ITHWU,4,11.57,226.2,78.33,1,23,0,0,Two year
0365-ITHWU,5,14.54,251.9,78.43,0,19,0,0,Two year
0365-ITHWU,6,18.68,230.8,66.19,1,40,1,0,Two year
0365-ITHWU,7,31.47,195.0,79.46,0,39,0,0,Two year
0365-ITHWU,8,24.8,150.0,78.29,0,25,0,0,Two year
0365-ITHWU,9,17.99,250.4,65.15,0,27,0,0,Two year
0365-ITHWU,10,21.16,217.7,75.64,0,35,1,0,Two year
0365-ITHWU,11,18.08,215.6,67.03,0,15,0,0,Two year
0365-ITHWU,12,18.44,212.0,66.38,0,42,0,0,Two year
0366-XCZPZ,1,14.73,165.8,83.55,1,24,0,0,Month-to-month
0366-XCZPZ,2,10.61,232.5,89.24,1,9,0,0,Month-to-month
0366-XCZPZ,3,11.0,168.4,93.04,0,26,0,0,Month-to-month
0366-XCZPZ,4,12.57,189.1,82.84,1,15,0,0,Month-to-month
0366-XCZPZ,5,19.22,184.0,87.5,2,22,2,0,Month-to-month
0366-XCZPZ,6,14.29,138.7,89.0,0,17,0,0,Month-to-month
0366-XCZPZ,7,5.2,119.6,71.98,1,10,0,0,Month-to-month
0366-XCZPZ,8,9.06,196.9,93.21,3,27,0,0,Month-to-month
0366-XCZPZ,9,20.51,171.9,92.44,2,28,1,0,Month-to-month
0366-XCZPZ,10,17.11,143.1,91.67,2,32,0,0,Month-to-month
0366-XCZPZ,11,18.04,172.1,85.98,1,26,1,0,Month-to-month
0366-XCZPZ,12,22.34,184.4,84.88,1,23,1,0,Month-to-month
0367-JYPBK,1,26.96,117.7,70.63,0,42,0,1,Month-to-month
0367-JYPBK,2,27.38,209.5,68.32,0,34,0,1,Month-to-month
0367-JYPBK,3,20.9,125.5,75.23,0,28,0,1,Month-to-month
0367-JYPBK,4,24.54,95.8,73.46,1,36,0,1,Month-to-month
0367-JYPBK,5,22.49,77.0,82.37,0,39,0,1,Month-to-month
0367-JYPBK,6,20.48,110.3,87.7,0,39,2,1,Month-to-month
0367-JYPBK,7,18.15,108.9,76.18,0,15,1,1,Month-to-month
0367-JYPBK,8,13.05,138.5,68.83,0,23,0,1,Month-to-month
0367-JYPBK,9,15.4,116.6,78.43,1,28,0,1,Month-to-month
0367-JYPBK,10,13.69,137.5,75.08,1,40,1,1,Month-to-month
0367-JYPBK,11,23.28,144.3,71.5,3,17,0,1,Month-to-month
0367-JYPBK,12,14.56,34.0,70.88,1,19,0,1,Month-to-month
0368-DYHFO,1,23.41,158.7,79.55,0,12,0,0,One year
0368-DYHFO,2,21.58,201.4,74.64,0,14,1,0,One year
0368-DYHFO,3,26.18,156.5,80.65,0,15,0,0,One year
0368-DYHFO,4,25.54,170.8,71.94,1,11,0,0,One year
0368-DYHFO,5,17.93,165.4,74.31,0,26,0,0,One year
0368-DYHFO,6,21.07,157.2,67.16,1,30,0,0,One year
0368-DYHFO,7,27.54,171.8,78.61,0,20,1,0,One year
0368-DYHFO,8,27.43,117.4,81.75,0,18,0,0,One year
0368-DYHFO,9,26.84,181.0,78.86,0,26,1,0,One year
0368-DYHFO,10,23.22,141.2,72.91,1,25,0,0,One year
0368-DYHFO,11,23.13,165.2,80.72,1,21,0,0,One year
0368-DYHFO,12,33.19,200.9,83.2,2,13,0,0,One year
0369-LCVVT,1,19.89,225.2,69.82,0,21,0,0,Month-to-month
0369-LCVVT,2,19.64,190.0,60.89,0,22,0,0,Month-to-month
0369-LCVVT,3,14.33,205.5,66.5,1,16,1,0,Month-to-month
0369-LCVVT,4,23.55,198.4,71.36,0,21,1,0,Month-to-month
0369-LCVVT,5,21.19,152.8,64.6,4,16,1,0,Month-to-month
0369-LCVVT,6,18.62,179.3,69.57,0,14,2,0,Month-to-month
0369-LCVVT,7,20.29,153.5,63.18,0,17,1,0,Month-to-month
0369-LCVVT,8,15.64,189.7,62.26,1,20,0,0,Month-to-month
0369-LCVVT,9,25.49,193.0,65.88,0,21,2,0,Month-to-month
0369-LCVVT,10,29.82,226.0,63.76,0,19,0,0,Month-to-month
0369-LCVVT,11,12.18,205.8,59.08,0,31,0,0,Month-to-month
0369-LCVVT,12,16.06,204.8,64.96,1,19,0,0,Month-to-month
0370-QKONE,1,14.79,135.6,69.17,0,24,0,1,Month-to-month
0370-QKONE,2,19.31,222.6,58.5,1,31,1,1,Month-to-month
0370-QKONE,3,22.43,236.0,73.35,0,24,0,1,Month-to-month
0370-QKONE,4,21.15,179.3,77.37,1,25,0,1,Month-to-month
0370-QKONE,5,16.23,267.7,57.61,0,25,0,1,Month-to-month
0370-QKONE,6,14.85,250.7,76.11,1,38,0,1,Month-to-month
0370-QKONE,7,16.37,130.0,80.75,1,30,1,1,Month-to-month
0370-QKONE,8,21.99,238.7,67.88,1,27,0,1,Month-to-month
0370-QKONE,9,19.54,150.2,77.87,0,28,0,1,Month-to-month
0370-QKONE,10,17.75,166.5,73.04,0,27,0,1,Month-to-month
0370-QKONE,11,26.33,174.3,77.46,0,25,0,1,Month-to-month
